Id,MainID,FPos,DistBtn,CardNo,HorseName,Draw,SPFrom,SPTo,Age,Stone,Lbs,Favs,Aid,AgeWt,Jockey,Trainer,Allow
76,6,8,1¼,8,General Medrano,,10,1,8,11,1,,,8 11-1,Ben Jones,Miss E C Lavelle,
77,6,9,1½,4,American Mike,,14,1,8,11,6,,t  ,8 11-6  t,J C Gainford,G Elliott,
78,6,10,nse,6,Martator (FR),,50,1,8,11,5,,p  ,8 11-5  p,Charlie Deutsch,Miss V Williams,
79,6,11,2,9,Fringill Dike,,33,1,8,11,0,,b  ,8 11-0  b,Charlie Hammond,Jedd O'Keeffe,
80,6,12,3½,1,Jpr One,,8,1,8,12,0,,t  ,8 12-0  t,Brendan Powell,J Tizzard,
81,6,13,4½,10,So Scottish (FR),,12,1,8,10,11,,p  ,8 10-11  p,D Meyler,E Mullins,
82,6,14,1½,20,Primoz,,6,1,7,10,2,2Fav,t  ,7 10-2  t,D R Fox,Miss Lucinda V Russell,
83,6,15,3¼,11,The King Of Prs,,18,1,7,10,7,,t  ,7 10-7  t,C Stone-Walsh,G P Cromwell,3
84,6,16,nk,13,Gaelic Arc,,100,1,9,10,7,,,9 10-7,D E Mullins,J P Ryan,
85,6,17,8,14,Western Zephyr,,22,1,8,10,7,,,8 10-7,S Bowen,C E Longsdon,
86,6,18,10,17,Third Time Lucki,,28,1,10,10,6,,t  ,10 10-6  t,J J Burke,F O'Brien,
87,6,19,6½,2,Dancing On My Own,,18,1,11,11,10,,t  ,11 11-10  t,Rachael Blackmore,H De Bromhead,
88,6,PU,,5,Nells Son,,33,1,10,11,6,,p  ,10 11-6  p,Danny McMenamin,N G Richards,
89,7,1,,15,Bambino Fever,,4,1,5,11,0,2Fav,,5 11-0,Miss J Townend,W P Mullins,
90,7,2,1½,6,Heads Up,,33,1,5,11,7,,,5 11-7,S Bowen,J C McConnell,
91,7,3,1½,12,Shuttle Diplomacy (FR),,66,1,5,11,7,,,5 11-7,D Meyler,T Cooper,
92,7,4,hd,17,Caballero Cliff,,150,1,4,10,11,,,4 10-11,Ben Jones,R Stephens,
93,7,5,1¾,3,El Cairos (FR),,28,1,5,11,7,,,5 11-7,Mr D Maxwell,G & J Moore,
94,7,6,1½,8,Idaho Sun,,18,1,5,11,7,,,5 11-7,Bryan Carver,H Fry,
95,7,7,½,13,Sortudo,,33,1,5,11,7,,,5 11-7,D E Mullins,W P Mullins,
96,7,8,1¼,7,He Can't Dance,,33,1,5,11,7,,,5 11-7,Mr Harry Swan,G Elliott,
97,7,9,¾,11,No Drama This End,,12,1,5,11,7,,,5 11-7,H Cobden,P F Nicholls,
98,7,10,1,1,Copacabana,,9,2,5,11,7,,,5 11-7,Mr P W Mullins,W P Mullins,
99,7,11,hd,10,Kalypso'chance (FR),,5,2,5,11,7,Fav,,5 11-7,Danny Gilligan,G Elliott,
100,7,12,nse,5,Gameofinches,,6,1,6,11,7,,,6 11-7,P Townend,W P Mullins,
101,7,13,¾,9,I Started A Joke,,33,1,6,11,7,,,6 11-7,P Byrnes,C Byrnes,
102,7,14,1¼,4,Fortune De Mer,,20,1,5,11,7,,,5 11-7,Harry Skelton,D Skelton,
103,7,15,6½,2,Dalston Lad,,66,1,5,11,7,,,5 11-7,Tristan Durrell,D Skelton,
104,7,16,nk,18,Lancelot Allen (FR),,200,1,4,10,11,,,4 10-11,David Noonan,Mrs J Williams,
105,7,17,65,14,Aqua Force,,11,1,6,11,0,,,6 11-0,M P Walsh,W P Mullins,
106,8,1,,8,Tara Iti,,6,4,7,11,4,Fav,p  ,7 11-4  p,Henry Brooke,James Owen,
107,8,2,3¼,4,Wild Nephin,,9,1,6,11,11,,t1  ,6 11-11  t1,Conor Ring,R Potter,
108,8,3,4¼,5,Ruler Legend,,11,4,6,11,11,2Fav,,6 11-11,Nick Scholfield,Jonjo & A J O'Neill,
109,8,4,1½,7,Now Then Wendy,,66,1,8,11,4,,,8 11-4,Benjamin Poste,S Cameron,
110,8,5,1,1,Clinton Lane,,12,1,7,12,0,,,7 12-0,Theo Gillard,Mark Gillard,
111,8,6,¾,2,Addosh,,7,1,7,12,0,,t  ,7 12-0  t,Craig Nichol,B Ellison,
112,8,7,7,10,No Guarantee,,80,1,5,9,13,,t   p  ,5 9-13  (oh 7)   t   p,Tabitha Worsley,Cynthia Woods,3
113,8,8,9½,3,Libor Lad,,18,1,7,11,12,,t   p  ,7 11-12  t   p,Thomas Bellamy,David Dennis,
114,8,9,19,6,Let Him B,,6,1,5,11,9,,,5 11-9,R P McLernon,C Byrnes,
115,9,1,,2,Fairlawn Flyer,,9,2,9,11,9,Fav,p  ,9 11-9  p,Shane Fenelon,P & M Bowen,5
116,9,2,hd,6,Kapamazov,,5,1,8,11,2,2Fav,p  ,8 11-2  p,Benjamin Poste,H J Evans,
117,9,3,20,8,Supasunrise,,10,1,9,10,10,,t   p  ,9 10-10  t   p,Finn Lambert,N A Twiston-Davies,3
118,9,4,1,4,Brother Boris,,7,1,6,11,11,,p  ,6 11-11  p,Tom Cannon,L Wadham,
119,9,5,19,9,Boys Of Wexford,,8,1,8,10,12,,p  ,8 10-12  p,James Davies,Henry Oliver,
120,9,6,4½,1,Kit's Coty,,11,2,7,12,0,,t1  ,7 12-0  t1,Thomas Bellamy,Miss E C Lavelle,
121,9,7,6½,12,Raindance Queen,,80,1,8,9,13,,,8 9-13,Tabitha Worsley,W De Best-Turner,3
122,9,8,17,5,Aldsworth,,14,1,7,11,8,,t1   b  ,7 11-8  t1   b,Liam Harrison,R L Llewellyn,
123,9,9,16,7,Mystic Man,,25,1,8,10,13,,t   p  ,8 10-13  t   p,Conor Ring,R Potter,
124,9,PU,,3,Dark Mix,,13,2,6,11,12,,,6 11-12,Paul O'Brien,Mrs P Sly,
125,9,PU,,10,Bring The Action,,25,1,9,10,12,,t   v  ,9 10-12  t   v,Lorcan Murtagh,N J Hawke,
126,9,PU,,11,School For Scandal (FR),,12,1,10,10,10,,,10 10-10,Taylor Fisher,J Tickle,
127,10,1,,5,Maximum Offers,,11,2,6,11,6,,,6 11-6,G Sheehan,Jamie Snowden,
128,10,2,shd,1,Absolutely Doyen,,6,5,5,11,3,Fav,,5 11-3,Jack Hogan,F O'Brien,3
129,10,3,9,8,Sleeping Late,,8,1,7,11,6,,,7 11-6,Paul O'Brien,Mrs P Sly,
130,10,4,3,4,Little Peter,,16,1,7,11,6,,,7 11-6,J M Quinlan,John Berry,
131,10,5,2¼,2,Bongo Man,,28,1,5,11,6,,,5 11-6,Tom Cannon,Billy Aprahamian,
132,10,6,7,6,My Mate Mike,,150,1,5,11,3,,,5 11-3,Charlie Price,J R Jenkins,3
133,10,7,2¾,7,Not So Sobers,,2,1,6,11,6,2Fav,t1  ,6 11-6  t1,R P McLernon,D Killahena & G McPherson,
134,10,8,6½,3,Kingly Fighter (GER),,200,1,5,11,6,,h  ,5 11-6  h,Thomas Bellamy,A M Hales,
135,10,9,2¾,9,Brindley,,50,1,4,10,10,,t  ,4 10-10  t,Henry Brooke,P Neville,
136,10,10,2¾,10,Slemish,,400,1,4,10,10,,h  ,4 10-10  h,M G Nolan,L Horsfall,
137,10,PU,,11,Swordstick,,125,1,4,10,7,,,4 10-7,Tabitha Worsley,J Coulson,3
138,11,1,,2,Imperial Jade,,10,11,6,11,11,Fav,,6 11-11,David Bass,C E Longsdon,
139,11,2,hd,6,Our Pink Lady,,7,1,7,10,12,,t  ,7 10-12  t,Henry Brooke,James Owen,
140,11,3,11,3,Ebselysees,,12,1,6,11,10,,p1  ,6 11-10  p1,James Davies,Noel Williams,
141,11,4,14,5,Make Sunshine,,28,1,6,10,13,,,6 10-13,Freddie Mitchell,R Potter,5
142,11,F,,1,Plantaroma (FR),,9,4,5,12,0,2Fav,,5 12-0,Benjamin Poste,T Symonds,
143,11,PU,,4,Mistral Blue,,20,1,7,11,9,,p1  ,7 11-9  p1,C Brace,F O'Brien,
144,11,F,,7,Lake's Aventurine (FR),,25,1,6,10,0,,,6 10-0,Bradley Harris,H Dickin,3
145,12,1,,2,Youdecide,,15,8,5,11,4,Fav,,5 11-4,Callum Pritchard,B Pauling,5
146,12,2,4,5,I'm Your Buckaroo,,3,1,5,11,5,,t  ,5 11-5  t,Caoilin Quinn,G & J Moore,
147,12,3,6½,6,Greenways,,7,1,6,11,5,,p1  ,6 11-5  p1,Benjamin Poste,T Symonds,
148,12,PU,,1,Flighttothestars,,66,1,5,11,12,,t  ,5 11-12  t,M G Nolan,L Horsfall,
149,12,PU,,3,Victory Star,,25,1,8,11,4,,,8 11-4,Shane Fenelon,C Byrnes,5
150,12,PU,,7,Grain Trade,,9,4,6,11,3,2Fav,,6 11-3,G Sheehan,Billy Aprahamian,
151,12,PU,,8,Nothinelsematters,,14,1,7,10,0,,t   p  ,7 10-0  t   p,Luke Scott,A M Hales,5
152,13,1,,4,Stardhem,,15,8,6,10,7,Fav,,6 10-7,Callum Pritchard,B Pauling,5
153,13,2,4½,1,Kayce Dutton,,11,4,7,12,0,2Fav,,7 12-0,G Sheehan,C & A Pogson,
154,13,3,1¼,5,Cloudy Wednesday,,6,1,9,10,8,,p  ,9 10-8  p,Lewis Stones,Miss C Fryer,3
155,13,4,8,7,Gladiatus (FR),,33,1,9,10,4,,,9 10-4,Tabitha Worsley,R Rowe,3
156,13,5,27,8,Pittsburg,,18,1,9,10,5,,t  ,9 10-5  t,Conor Ring,R Potter,
157,13,PU,,3,Mourzouk,,13,2,8,11,6,,t   p  ,8 11-6  t   p,Alan Johns,Tim Vaughan,
158,13,U,,9,Casting Aspersions,,5,1,6,10,2,,t  ,6 10-2  t,Jack Hogan,F O'Brien,3
159,14,1,,3,Driftwood Bounty,,12,1,5,11,2,,,5 11-2,Nick Slatter,D Killahena & G McPherson,3
160,14,2,nk,9,Naval Tribute,,4,6,4,10,9,Fav,,4 10-9,G Sheehan,James Owen,
161,14,3,3,5,Wild Goose,,8,1,5,11,5,,,5 11-5,Thomas Bellamy,K Bailey & M Nicholls,
162,14,4,16,2,Corra Bheinn,,22,1,5,10,9,,t  ,5 10-9  t,Elliott England,B Pauling,10
163,14,5,½,1,Brookside La,,9,2,5,10,12,2Fav,,5 10-12,Miss Heidi Palin,D Skelton,7
164,14,6,13,7,Lootenay (FR),,7,1,4,10,9,,,4 10-9,Henry Brooke,T H Weston,
165,14,7,8½,4,Travis's Pass,,66,1,5,11,5,,,5 11-5,Lily Pinchin,Miss H C Knight,
166,14,8,99,8,Mr Phillips,,150,1,4,10,6,,,4 10-6,Charlie Price,J R Jenkins,3
167,15,1,,5,Weddell Sea,5,4,1,7,9,5,,t   p  ,7 9-5  t   p,P Mulrennan,M E Sowersby,
168,15,2,hd,4,The Craftymaster,4,11,1,5,9,6,,,5 9-6,William Carson,A W Carroll,
169,15,3,5,2,Comte De Loir (FR),6,5,2,4,9,8,Fav,,4 9-8,Jonny Peate,J Ferguson,
170,15,4,1¾,1,High Court Judge (USA),3,10,3,5,9,13,2Fav,,5 9-13  (ex5),Hector Crouch,James Owen,
171,15,5,1,3,Scotland The Brave,2,7,2,4,9,7,,t   h  ,4 9-7  t   h,Rowan Scott,T Davidson,
172,15,6,1¼,6,Show No Fear,1,15,2,5,9,1,,p  ,5 9-1  p,Kaiya Fraser,R Menzies,3
173,16,1,,6,Too Much,5,4,1,5,9,1,2Fav,h  ,5 9-1  h,Kaiya Fraser,D Thompson,3
174,16,2,1½,8,Vixey,7,6,1,5,8,12,,,5 8-12,Aiden Brookes,S G West,3
175,16,3,2½,3,Prefer The Sister,1,11,2,5,9,6,,,5 9-6,Jonny Peate,M Crawley,
176,16,4,¾,2,Petra Celera,3,11,1,4,9,8,,,4 9-8,Rowan Scott,Roger Fell,
177,16,5,1¾,4,Sibyl Charm,6,6,4,5,9,6,Fav,,5 9-6,D Nolan,I Jardine,
178,16,6,1¼,7,Bazball,8,9,1,4,9,3,,p  ,4 9-3  p,P Mulrennan,Mrs S J Smith,
179,16,7,¾,5,One Of Our Own,4,28,1,5,9,6,,t  ,5 9-6  t,A Mullen,R Menzies,
180,17,1,,2,Dc Cogent,6,1,4,3,9,1,Fav,,3 9-1,P Mulrennan,B Smart,
181,17,2,1¼,1,El Cobre Fuego,5,12,1,3,9,3,,,3 9-3,Faye McManoman,N Tinkler,
182,17,3,1¼,5,Atherstone Beau,3,14,1,3,8,10,,,3 8-10,Rowan Scott,Roger Fell,
183,17,4,hd,6,Bothy Park (USA),4,50,1,3,8,10,,t   h  ,3 8-10  t   h,J P Sullivan,T Davidson,
184,17,5,2,3,Mayday Mayday,2,5,1,3,8,12,2Fav,t1  ,3 8-12  t1,C Lee,K R Burke,
185,17,6,5,4,Toosexyformysocks,1,125,1,3,8,7,,,3 8-7,Alex Jary,M Walford,5
186,18,1,,1,Frankies Dream,7,7,2,3,9,9,2Fav,h  ,3 9-9  h,P Mulrennan,J Candlish,
187,18,2,1½,6,Kisskodi,4,6,4,3,9,5,Fav,,3 9-5,George Wood,Harry Eustace,
188,18,3,1¾,4,Dr Ali,3,14,1,3,9,7,,,3 9-7,Rowan Scott,J R Jenkins,
189,18,4,nk,7,Causin A Commotion,6,17,2,3,8,10,,t   p  ,3 8-10  t   p,O McSweeney,K A Ryan,3
190,18,5,½,2,Psychodrama,8,11,2,3,9,9,,,3 9-9,D Egan,R A Fahey,
191,18,6,2,3,Run To My Side,9,18,1,3,9,5,,,3 9-5,Laura Coughlan,A Watson,3
192,18,7,nse,9,Crangy,1,125,1,3,8,0,,,3 8-0 (ow 1),Alex Jary,N Tinkler,5
193,18,8,1,8,Wondrous Ways,5,20,1,3,8,12,,,3 8-12,Harry Russell,Ollie Pears,
194,18,9,¾,5,Ardaddy,2,8,1,3,9,6,,,3 9-6,S H James,Grant Tuer,
195,19,1,,2,Broken Spear,1,11,4,9,9,6,2Fav,,9 9-6,D Nolan,Tony Coyle & Kaine Wood,
196,19,2,hd,1,Pallas Lord,6,2,1,7,9,10,Fav,t  ,7 9-10  (ex8)   t,Harry Russell,D W Whillans,
197,19,3,2½,6,Bomb Squad,5,7,2,7,9,4,,p  ,7 9-4  p,P J McDonald,J Mackie,
198,19,4,2½,4,Rooska (GER),2,20,1,5,9,5,,,5 9-5,Oliver Stammers,Grant Tuer,
199,19,5,1¼,3,Turbo Command,3,9,1,8,9,5,,,8 9-5,P Mulrennan,Mrs A C Hamilton,
200,19,5,dh,5,Captain Vallo,4,5,1,7,9,5,,,7 9-5,Rowan Scott,Phillip Makin,
201,20,1,,6,So Grateful,5,2,1,7,9,6,JFav,,7 9-6,Billy Garritty,M & D Easterby,
202,20,2,shd,4,Pockley,7,2,1,7,9,8,JFav,b  ,7 9-8  (ex4)   b,P Mulrennan,Miss L A Perratt,
203,20,3,¾,1,Jamie Bond,4,9,1,5,9,6,,,5 9-6,Aiden Brookes,B Smart,3
204,20,4,1¾,2,Bibendum,6,9,2,4,9,9,,t  ,4 9-9  t,George Wood,Jessica Macey,
205,20,5,nse,5,Latin Five,1,6,1,8,9,7,,,8 9-7,D Nolan,P T Midgley,
206,21,1,,1,Westernesse,8,3,1,6,9,9,,,6 9-9,D Nolan,D O'Meara,
207,21,2,hd,5,Tasever,5,5,2,5,8,11,JFav,p  ,5 8-11  p,Rhys Elliott,P Morris,7
208,21,3,2¾,8,Trais Fluors,3,6,1,11,8,8,,,11 8-8,Kaiya Fraser,Miss L A Perratt,3
209,21,4,nk,2,Stockpyle,1,17,2,6,9,8,,,6 9-8,P J McDonald,S England,
210,21,5,3¼,7,Volenti,6,5,2,6,9,0,JFav,,6 9-0,A Mullen,B Haslam,
211,21,6,2¾,3,Chillhi,4,25,1,5,9,6,,,5 9-6,Ben Robinson,B Ellison,
212,21,7,8,4,Lincoln Legacy,7,25,1,4,9,5,,,4 9-5,J P Sullivan,I Furtado,
213,22,1,,1,Spartan Arrow,1,5,1,5,9,11,,,5 9-11,Hollie Doyle,A Watson,
214,22,2,nse,5,Almaty Star,8,5,1,5,9,7,,p  ,5 9-7  p,J Mitchell,R M H Cowell,
215,22,3,1,2,Michaela's Boy,3,5,1,5,9,11,,,5 9-11,L Morris,R M H Cowell,
216,22,4,2,3,Rhythm N Hooves,6,4,1,5,9,8,2Fav,p  ,5 9-8  p,Billy Loughnane,R M H Cowell,
217,22,5,hd,6,Sports Coach,2,40,1,4,9,7,,t  ,4 9-7  t,Cam Hardie,A Brittain,
218,22,6,1¼,8,Lethal Nymph,7,22,1,6,9,4,,,6 9-4,D C Costello,P T Midgley,
219,22,7,shd,7,Kings Merchant,9,18,5,4,9,6,Fav,,4 9-6,Callum Rodriguez,E Bethell,
220,22,8,1¾,9,Mon Na Slieve,5,9,1,4,9,1,,p  ,4 9-1  p,T Eaves,K A Ryan,
221,22,9,1½,4,Grace Angel,4,10,1,5,9,7,,t   b  ,5 9-7  t   b,Jason Watson,Darryll Holland,
222,23,1,,6,Ramon Di Loria,7,2,1,7,9,6,Fav,,7 9-6,Jason Hart,Ewan Whillans,
223,23,2,nse,10,Banana,9,33,1,6,8,11,,t   p  ,6 8-11  t   p,K T O'Neill,S Dixon,
224,23,3,¾,9,Miss Moonshine,4,12,1,5,9,1,,,5 9-1,Hollie Doyle,B R Millman,
225,23,4,nk,7,Mehmo,1,50,1,7,9,6,,p  ,7 9-6  p,Paddy Bradley,M J Attwater,
226,23,5,½,4,Piperstown,8,9,2,4,9,7,,,4 9-7,Billy Loughnane,K Frost,
227,23,6,1¾,3,Sisters In The Sky,2,9,1,6,9,8,,p  ,6 9-8  p,Rossa Ryan,G Harris,
228,23,7,½,1,Autumn Angel,5,9,2,6,9,6,,b  ,6 9-6  b,Jack Doughty,A W Carroll,3
229,23,8,¾,8,Vitalline,10,33,1,7,9,5,,b  ,7 9-5  b,Josephine Gordon,K Burke,
230,23,9,2¼,5,Alshimali,3,18,5,4,9,7,2Fav,,4 9-7,Marco Ghiani,A W Carroll,
231,24,1,,4,Marhaba Ghaiyyath,6,1,7,3,9,1,Fav,,3 9-1,Billy Loughnane,C Johnston,
232,24,2,½,6,Chilli Queen,9,40,1,3,8,6,,h  ,3 8-6 (ow 1)   h,Georgia Dobie,Miss E C Lavelle,
233,24,3,7½,5,Maximus Decimus,3,22,1,3,8,8,,,3 8-8,K T O'Neill,Alice Haynes,
234,24,4,1,7,Silent Affair,1,25,1,3,8,5,,,3 8-5,L Morris,J Butler,
235,24,5,1½,9,Luisa,7,13,2,3,8,0,2Fav,,3 8-0,Jack Doughty,J R Fanshawe,3
236,24,6,hd,1,Guinness Lad,8,300,1,5,9,12,,h  ,5 9-12  h,D C Costello,N P Mulholland,
237,24,7,¾,2,Reignman,5,10,1,4,9,12,,,4 9-12,Rossa Ryan,D Loughnane,
238,24,8,¾,3,Flute D'or,2,50,1,4,9,2,,,4 9-2,Millie Wonnacott,Harry Charlton,5
239,24,9,5,8,Belle Amie (SWE),4,125,1,3,8,3,,,3 8-3,Hollie Doyle,D Menuisier,
