Id,MainID,FPos,DistBtn,CardNo,HorseName,Draw,SPFrom,SPTo,Age,Stone,Lbs,Favs,Aid,AgeWt,Jockey,Trainer,Allow
1,1,1,,1,Market House,4,1,2,5,9,12,Fav,t  ,5 9-12  (ex5)   t,S D Bowen,James Owen,
2,1,2,1,3,Night Bear,1,7,1,8,9,6,,p  ,8 9-6  p,Jack Doughty,A W Carroll,3
3,1,3,½,2,Flying Scotsman,5,3,1,8,9,9,2Fav,b  ,8 9-9  b,P Mulrennan,B Haslam,
4,1,4,5,5,On The Bubble,3,125,1,4,8,3,,h  ,4 8-3  h,Rhys Elliott,Gary Rutherford,7
5,1,5,¾,4,Bella Bluesky,2,16,1,9,9,6,,t  ,9 9-6  t,P J McDonald,Ewan Whillans,
6,2,1,,6,Urban Dandy,8,10,11,5,9,9,Fav,p  ,5 9-9  p,D Nolan,Tony Coyle & Kaine Wood,
7,2,2,1¼,2,Anif,6,5,1,11,9,9,,,11 9-9,T Eaves,M Herrington,
8,2,3,¾,8,Wheres The Crumpet,4,4,1,7,9,6,2Fav,p  ,7 9-6  p,Aiden Brookes,D Thompson,3
9,2,4,1¼,9,Yakhabar,7,10,1,6,9,9,,p  ,6 9-9  p,Billy Garritty,L Bailey,
10,2,5,1¼,5,Rainbow Mirage,5,80,1,8,9,9,,p  ,8 9-9  p,Laura Pearson,S Lycett,
11,2,6,2¾,3,Cammy,1,12,1,7,9,9,,,7 9-9,L Morris,A W Carroll,
12,2,7,1,7,Victoria Legend,9,18,1,4,9,9,,p1  ,4 9-9  p1,P Mulrennan,J S Wainwright,
13,3,1,,8,Fistral Beach,10,11,2,4,9,4,,,4 9-4,P J McDonald,J Mackie,
14,3,2,¾,3,Keep Me Stable,3,6,1,5,9,3,,,5 9-3,Tommie Jakes,Miss L A Perratt,5
15,3,3,1¾,2,Neptune Legend,5,7,1,6,9,9,,t   v  ,6 9-9  t   v,Hollie Doyle,A W Carroll,
16,3,4,nk,5,Bossy Parker,4,5,1,5,9,7,2Fav,,5 9-7,Callum Shepherd,Mrs Stella Barclay,
17,3,5,nk,10,Barney's Bay,7,50,1,7,9,1,,v  ,7 9-1  v,L Morris,D Shaw,
18,3,6,¾,9,Yaahobby,1,11,1,6,8,11,,t   h  ,6 8-11  t   h,Alex Jary,A Brittain,5
