Id,MainID,FPos,DistBtn,CardNo,HorseName,Draw,SPFrom,SPTo,Age,Stone,Lbs,Favs,Aid,AgeWt,Jockey,Trainer,Allow
169,16,1,,3,Busy Being Busy,,7,2,5,12,0,2Fav,h  ,5 12-0  h,Charlie Hammond,S Edmunds,
170,16,2,13,2,Lightning Flash,,13,2,5,11,9,,,5 11-9,Jamie Brace,N A Twiston-Davies,5
171,16,3,2½,1,Jackpot Cash (FR),,5,2,6,12,0,Fav,h  ,6 12-0  h,C Gethings,James Owen,
172,16,4,15,6,Getoverthathill,,9,2,8,10,13,,,8 10-13,Rex Dingle,C Gordon,
173,16,5,5½,4,Gloire D'athon (FR),,14,1,9,11,8,,t   b1  ,9 11-8  t   b1,Tabitha Worsley,Mrs S J Humphrey,3
174,16,PU,,5,Bobby's Fortune,,18,5,6,11,6,,,6 11-6,Adam Wedge,Evan Williams,
175,17,1,,6,Remarkable Flight,,11,4,4,9,13,Fav,h  ,4 9-13  (oh 4)   h,Lewis Stones,J Candlish,3
176,17,2,3,4,Arenas Del Tiempo,,13,2,7,10,10,,,7 10-10,R P McLernon,J & S Best,
177,17,3,5,5,Sawpit Sienna,,18,5,10,10,7,,t   b1  ,10 10-7  t   b1,Adam Wedge,S Drinkwater,
178,17,4,¾,2,Solid Silver,,11,2,7,11,6,,,7 11-6,Charlie Hammond,Dr R Newland & J Insole,
179,17,5,8½,3,What U Wanna Do Is,,17,2,5,11,4,,,5 11-4,Harry Kimber,B Lund,
180,17,6,20,1,Little Soiree,,3,1,7,12,0,2Fav,,7 12-0,Rex Dingle,C Gordon,
181,18,1,,2,Bluegrass,,11,8,6,11,9,Fav,t   p  ,6 11-9  t   p,Charlie Hammond,S Edmunds,
182,18,2,nk,4,Admiralty House,,5,1,6,11,2,2Fav,h  ,6 11-2  h,Phillip Armson,A King,3
183,18,3,2,5,Ip Up (FR),,15,2,7,11,5,,,7 11-5,C O'Farrell,Jedd O'Keeffe,
184,18,4,4¼,3,Secret Des Dieux (FR),,10,1,5,11,8,,,5 11-8,C Gethings,James Owen,
185,18,5,½,1,For Pleasure,,6,1,10,11,9,,t  ,10 11-9  t,Beau Morgan,O Murphy,5
186,18,6,11,6,Max Of Stars (FR),,16,1,5,10,11,,,5 10-11,William Maggs,Ollie Pears,5
187,18,7,16,7,Casi Crudo,,11,2,6,10,4,,,6 10-4,Luke Scott,A M Hales,5
188,19,1,,1,Janika (FR),,9,4,12,11,9,2Fav,t   p  ,12 11-9  t   p,Mr R Stearn,E Turner,7
189,19,2,5,4,Go Go Geronimo,,8,13,10,11,5,Fav,t   v1  ,10 11-5  t   v1,Mr T Chatfeild-Roberts,Miss K Morgan,7
190,19,3,38,2,Amenon (FR),,9,1,10,11,7,,,10 11-7,Mr Henry Bailey,Henry Bailey,7
191,19,4,2½,3,Cooldine Bog,,11,1,12,11,5,,v  ,12 11-5  v,Miss Amber Jackson-Fennell,Miss Jackson-fennell,7
192,20,1,,8,Sibling Rivelry,7,4,1,3,8,5,2Fav,,3 8-5,Hayley Turner,D M Simcock,
193,20,2,shd,5,Papa Mango,6,17,2,3,8,7,,,3 8-7,William Pyle,D Loughnane,3
194,20,3,3,4,Arundel,4,9,1,3,8,10,,,3 8-10,A J Farragher,E A L Dunlop,
195,20,4,¾,2,Captain Parma,2,1,2,3,8,12,Fav,,3 8-12,Hector Crouch,James Owen,
196,20,5,½,6,Bigfield Dreams (FR),1,40,1,3,8,7,,,3 8-7,K T O'Neill,Alice Haynes,
197,20,6,2½,1,Mybad,8,25,1,4,9,9,,,4 9-9,Baz Lewis,S Hodgson,7
198,20,7,2¼,7,Hazy Bela,3,66,1,3,8,5,,,3 8-5,Cam Hardie,I Furtado,
199,21,1,,1,Live Aid,4,17,2,5,9,13,,,5 9-13,Zak Wheatley,D Carroll,3
200,21,2,1¾,4,My Kind Of Way,6,13,2,3,8,10,,,3 8-10,K T O'Neill,Alice Haynes,
201,21,3,nk,5,I'll Give It A Go,7,4,5,3,8,7,Fav,,3 8-7,Saffie Osborne,James Owen,
202,21,4,nse,2,Daddy Chill,2,5,2,3,8,12,2Fav,,3 8-12,Rob Hornby,A M Balding,
203,21,5,1¼,6,Dance No More,8,18,1,3,8,5,,,3 8-5,Edward Greatrex,P Attwater,
204,21,6,1¾,7,Grande Armee (FR),1,66,1,3,8,2,,,3 8-2,Enzo Crublet,D Menuisier,3
205,21,7,shd,8,Wayward Daughter,5,150,1,3,8,5,,,3 8-5,Cam Hardie,I Furtado,
206,22,1,,2,Dojin,6,10,1,3,8,13,,,3 8-13,Ben Sanderson,S P C Woods,3
207,22,2,1¼,4,Lady Odette,3,10,1,3,9,2,,,3 9-2,T E Whelan,Ollie Sangster,
208,22,3,2¼,3,Kintbury,8,12,1,3,9,2,,,3 9-2,Callum Hutchinson,A M Balding,
209,22,4,1¾,8,Zabeel Rain (FR),1,14,1,3,9,2,,,3 9-2,J Fanning,C Johnston,
210,22,5,¾,6,Romantic Opera,7,4,9,3,9,2,Fav,,3 9-2,W Buick,C Appleby,
211,22,6,4,5,Maundy Thursday,2,50,1,3,9,2,,,3 9-2,Pierre-Louis Jamin,Tom Dascombe,
212,22,7,2¼,1,Cantalice,4,17,2,3,9,2,2Fav,t1   b1  ,3 9-2  t1   b1,Marco Ghiani,M Botti,
213,23,1,,9,King Of York,5,11,2,6,8,10,2Fav,b  ,6 8-10  b,K T O'Neill,S Dixon,
214,23,2,1,10,Billy Mcgarry,10,17,2,6,8,9,,,6 8-9,Jason Hart,M Herrington,
215,23,3,nse,3,Soames Forsyte,11,12,1,6,9,9,,p  ,6 9-9  p,Dylan Hogan,M Herrington,
216,23,4,1¼,6,Emily Post,6,12,1,6,9,3,,h  ,6 9-3  h,Joanna Mason,M Dods,
217,23,5,nk,1,The Organiser,1,8,13,6,10,0,Fav,,6 10-0  (ex5),Callum Rodriguez,E Bethell,
218,23,6,1½,2,Serenity Dream,2,10,1,4,9,9,,p  ,4 9-9  p,O J Orr,R A Fahey,
219,23,7,1¾,11,Embarked,8,50,1,7,8,6,,b  ,7 8-6  b,Cam Hardie,S Dixon,
220,23,8,1½,5,Guy Fawkes,7,66,1,5,9,8,,t   h  ,5 9-8  t   h,K Shoemark,Charlie Clover,
221,23,9,2,8,Thanks Dad,9,20,1,5,8,10,,t   v  ,5 8-10  t   v,Harrison Shaw,S Dixon,
222,23,10,1½,4,Blufferonthebus,3,40,1,4,9,9,,,4 9-9,S H James,Craig Lidster,
223,23,11,3½,7,Woodleigh,4,100,1,4,8,12,,,4 8-12,Zak Wheatley,D Carroll,3
224,24,1,,4,Legal Reform,8,9,2,8,9,7,,p  ,8 9-7  p,K Shoemark,M Herrington,
225,24,2,1½,2,Zip,3,6,1,9,9,8,,v  ,9 9-8  v,O J Orr,R A Fahey,
226,24,3,1,5,Invincible Aura,4,9,4,4,9,5,Fav,t   p  ,4 9-5  t   p,Marco Ghiani,M Botti,
227,24,4,¾,3,Dolce Courage,7,10,1,5,9,8,,t  ,5 9-8  t,A J Farragher,James Horton,
228,24,5,½,1,Tropez Power,5,10,1,6,9,10,,v  ,6 9-10  v,Jason Hart,J & S Quinn,
229,24,6,hd,6,Abduction (FR),1,11,4,7,9,4,2Fav,,7 9-4,Saffie Osborne,J S Goldie,
230,24,7,6½,7,Alcazan,6,50,1,7,8,11,,,7 8-11,Joe Leavy,R A Teal,3
231,24,8,63,8,Cash Or Crypto,2,20,1,5,8,13,,,5 8-13,Grace McEntee,L Morgan,
232,25,1,,3,Our Havana,7,5,4,4,9,7,Fav,,4 9-7,O J Orr,R A Fahey,
233,25,2,5½,2,Diamondonthehill,3,6,1,7,9,8,,h  ,7 9-8  h,K Shoemark,Dr R Newland & J Insole,
234,25,3,1,4,Way To Dubai,6,9,2,6,9,6,,,6 9-6,Alistair Rawlinson,M Appleby,
235,25,4,shd,7,Eligible,1,11,1,9,8,13,,,9 8-13,Joanna Mason,M & D Easterby,
